,Time[ms],Stimulation[V],mean delta F/F,median delta F/F,STD delta F/F,delta F/F repetition #1,delta F/F repetition #2,delta F/F repetition #3,delta F/F repetition #4,delta F/F repetition #5
14560,14560.0,0.0,-0.0483433338065035,-0.01899330706993678,0.10184409780594288,0.06430787429693756,-0.13000420622201384,-0.01899330706993678,0.04359382460607995,-0.20062085464358437
14664,14664.0,0.0,-0.05679118335307336,-0.01811870065010079,0.08804776325289945,0.039393804124631684,-0.01811870065010079,-0.1741273774727835,0.018393548729375722,-0.14949719149648993
14768,14768.0,0.0,-0.08823793071087274,-0.10690222292959835,0.05064097492898028,-0.12217659137577004,-0.100262489550999,0.011490235946964793,-0.10690222292959835,-0.1233385856449611
14872,14872.0,0.0,0.05539859459967099,0.04996352832810679,0.11670620100255669,0.2652106954736183,0.04996352832810679,0.06793006311687205,-0.039466284683537564,-0.06664502923670462
14976,14976.0,0.0,0.004024807336871001,0.004938175162931906,0.07169291593048563,0.004938175162931906,-0.05453712922685368,0.12839412038802048,-0.07716589739508721,0.01849476775534351
15080,15080.0,0.0,0.04154442325246491,0.06727635925363801,0.06508090144658168,0.06727635925363801,0.05077282674092348,-0.08438704621510582,0.10175606132951351,0.07230391515335535
15184,15184.0,0.0,-0.02905212202121482,-0.020401787605371348,0.08348899727940834,-0.015947236853852482,-0.09854273042376346,-0.020401787605371348,-0.12484481935381188,0.11447596413072508
15288,15288.0,0.0,-0.028171542912278774,0.0233684243588605,0.13436669356300815,0.10056579769663412,0.09579005095385427,-0.11175181090354552,-0.24883017666719723,0.0233684243588605
15392,15392.0,0.0,0.05026338878036339,0.053704450156260804,0.05727100539910556,0.14032229265244167,0.056437915630640524,-0.04001990934892184,0.0408721948113958,0.053704450156260804
15496,15496.0,0.0,-0.011966153537252153,-0.0265616902322707,0.05685551188481764,0.027307829658066225,-0.03349537049361871,0.06994217816749262,-0.0970237147859302,-0.0265616902322707
15600,15600.0,0.0,-0.017726178688150795,-0.033864163913936415,0.04327757627631651,-0.033864163913936415,-0.06829520224473802,0.04599800906510789,-0.05146161600084894,0.018992079653661502
15704,15704.0,0.0,0.0012715120179061401,0.05489799871222413,0.146960723036266,0.16566043210427625,0.10165746444677544,-0.2509901724064896,-0.06486816276725556,0.05489799871222413
15808,15808.0,0.0,-0.029453706640776112,-0.07042459966392177,0.06719463462454128,0.0731073118471563,-0.08407652129466439,-0.09364277544796033,0.027768051355509648,-0.07042459966392177
15912,15912.0,0.0,-0.030364644379789668,-0.06386706544058562,0.0604824912686331,-0.06386706544058562,-0.07638818637290533,-0.0776464607955268,0.08189824393867051,-0.015819753228601106
16016,16016.0,0.0,-0.003501655285533123,-0.024997737159042965,0.09306785182410926,0.1680988304615658,-0.024997737159042965,0.0027375354767653834,-0.05781208552177844,-0.10553481968517539
16120,16120.0,0.0,-0.016297886192289494,-0.04853838399915102,0.0710889134672602,0.03610726720828496,0.09285634420739342,-0.1055142542466218,-0.04853838399915102,-0.05640040413135301
16224,16224.0,0.0,0.027713198405267092,0.020645359427288394,0.07332069375151415,0.12240536559235773,-0.09510321216929238,0.020645359427288394,0.012446283622473383,0.07817219555350832
